Usage date,Interval,Total cost
9/23/2025,5:0 PM,"$0.04"
9/23/2025,6:0 PM,"$0.20"
9/23/2025,7:0 PM,"$0.29"
9/23/2025,8:0 PM,"$0.41"
9/23/2025,9:0 PM,"$0.20"
9/23/2025,10:0 PM,"$0.21"
9/23/2025,11:0 PM,"$0.26"
9/24/2025,12:0 AM,"$0.13"
9/24/2025,1:0 AM,"$0.12"
9/24/2025,2:0 AM,"$0.13"
9/24/2025,3:0 AM,"$0.14"
9/24/2025,4:0 AM,"$0.11"
9/24/2025,5:0 AM,"$0.09"
9/24/2025,6:0 AM,"$0.11"
9/24/2025,7:0 AM,"$0.11"
9/24/2025,8:0 AM,"$0.18"
9/24/2025,9:0 AM,"$0.10"
9/24/2025,10:0 AM,"$0.10"
9/24/2025,11:0 AM,"$0.10"
9/24/2025,12:0 PM,"$0.04"
9/24/2025,1:0 PM,"$0.05"
9/24/2025,2:0 PM,"$0.04"
9/24/2025,3:0 PM,"$0.04"
9/24/2025,4:0 PM,"$0.04"
9/24/2025,5:0 PM,"$0.09"
9/24/2025,6:0 PM,"$0.45"
9/24/2025,7:0 PM,"$0.25"
9/24/2025,8:0 PM,"$0.19"
9/24/2025,9:0 PM,"$0.28"
9/24/2025,10:0 PM,"$0.18"
9/24/2025,11:0 PM,"$0.17"
9/25/2025,12:0 AM,"$0.16"
9/25/2025,1:0 AM,"$0.12"
9/25/2025,2:0 AM,"$0.12"
9/25/2025,3:0 AM,"$0.12"
9/25/2025,4:0 AM,"$0.11"
9/25/2025,5:0 AM,"$0.09"
9/25/2025,6:0 AM,"$0.11"
9/25/2025,7:0 AM,"$0.11"
9/25/2025,8:0 AM,"$0.11"
9/25/2025,9:0 AM,"$0.12"
9/25/2025,10:0 AM,"$0.20"
9/25/2025,11:0 AM,"$0.11"
9/25/2025,12:0 PM,"$0.09"
9/25/2025,1:0 PM,"$0.09"
9/25/2025,2:0 PM,"$0.04"
9/25/2025,3:0 PM,"$0.04"
9/25/2025,4:0 PM,"$0.04"
9/25/2025,5:0 PM,"$0.04"
9/25/2025,6:0 PM,"$0.34"
9/25/2025,7:0 PM,"$0.62"
9/25/2025,8:0 PM,"$0.73"
9/25/2025,9:0 PM,"$0.86"
9/25/2025,10:0 PM,"$0.42"
9/25/2025,11:0 PM,"$0.58"
9/26/2025,12:0 AM,"$0.20"
9/26/2025,1:0 AM,"$0.12"
9/26/2025,2:0 AM,"$0.17"
9/26/2025,3:0 AM,"$0.11"
9/26/2025,4:0 AM,"$0.11"
9/26/2025,5:0 AM,"$0.10"
9/26/2025,6:0 AM,"$0.10"
9/26/2025,7:0 AM,"$0.17"
9/26/2025,8:0 AM,"$0.34"
9/26/2025,9:0 AM,"$0.50"
9/26/2025,10:0 AM,"$0.23"
9/26/2025,11:0 AM,"$0.14"
9/26/2025,12:0 PM,"$0.14"
9/26/2025,1:0 PM,"$0.13"
9/26/2025,2:0 PM,"$0.15"
9/26/2025,3:0 PM,"$0.08"
9/26/2025,4:0 PM,"$0.15"
9/26/2025,5:0 PM,"$0.10"
9/26/2025,6:0 PM,"$0.11"
9/26/2025,7:0 PM,"$0.18"
9/26/2025,8:0 PM,"$0.12"
9/26/2025,9:0 PM,"$0.11"
9/26/2025,10:0 PM,"$0.10"
9/26/2025,11:0 PM,"$0.06"
